puuid,leaguePoints,tier
9tJ8H7-P4Ume65nVRnSPROxyNarnE29hjcyHBVw1N8OW0x37PitlQU3bC9bG9LjnGoKrczplPAr3OA,377,Master
PjGH-gxtz1BLXmgd8aHUf-PHnoa3-qkceOTfQKI3oYagxEhTNiUVN6sR_L06dB5J4obHDHOtzfIY4g,377,Master
7OnJLmY8bjrDUW-bY_ug_aDkYX9CIQf6uzWc4ABsWEeyjX7rrZCZZIKOGWM2QyrSuikoX3VWXLeTBA,377,Master
0olYBhpjp7jn1TwJOAu3nJYOGNFDRE5Q-lrgDNocn-Zq_Qo4xJ8yDoNvN2ETwVbeWvMxo5sQwSYjzQ,377,Master
I5VmcR4oQYOD6pMzZ9g_Y3mrzSZ_t9wCns2NryqK-2suvqrIgJ4_P5fAsBwJQvZg9-2D1uJBXzfE1A,376,Master
URroPIzmJeiSCoBZrsYAGrvaYd7tUzXaJXsXOIp5sSjQVLLUn8IhNP9klX0RyjtR_pE0y5kVBn5n9A,376,Master
2gcZudGcX6a2XFsN2lcxiPX78uGwVgxylJVMfqQjRLsUGV3BQuOmTxN7qOJvKuNBux-iY3fikIsGIQ,376,Master
FUxAYjkYgMTCFerOq4ByAfxXhCKNvZZrxMP9zTMi2ullKFWzY2V1c9ZsTUaJDUiFtNYuFieJm2nsOA,376,Master
fd_iZUF_KrT7ixNKH9Ov-8JgLY1706NCG9NaXVrRSERAK1yjFoW1vVUCD8clG-7n8o_0w51BiWO8bA,376,Master
yjOra6eLwmnHhI4dcTB82aY8o7VkGjnqhlRoU6HnsUbIWBZI0-CssgZ_60GLRtNH0l-k7NzmXYtAtA,376,Master
X3erzZJjfLkW0wolLCTE_aQkyteXvugVmCGF2PWmHCMKWqpJU80tPMxdbiNuG6VlMR49p73-EDsnXA,376,Master
rp0hLueHC4ANM1GdaWra8OwEJvrEI0H_HdfjaE6OV1E6rvYhKp1HOlSEpVmSmHnlROrsi0FqCHqOSw,376,Master
LNoTtJ25iimWbfOR5wIWfyiVqF74oOcNOofP8hlWOuWpvq-e5XC_vaL2BlD6tv0wMPtKZ-ac5HWYOQ,375,Master
JmrPY_WseUec5oM2DcNTCNBQPRMhrCdRNzNN9qNu9t7OZbmvstWOzy7ZzR0tTDm96FtpOagnIOjOoA,375,Master
SW3CJ2tHpjSQFanD7mSEno34Bowddw9duvYnNYARFG7R-AJ1uwy1MeWERK0lwsnkWqSuV6DNGZA-3w,375,Master
fsziGG2pTUTtz-9VVhDj67ccEVQiyoS1eTKA3SZjMAndJlsbe_Sq8x8EC2_1H22V_xlX-xfHcksEqA,375,Master
J_hQTgr4vWkUoeNR4e0mb4BBuwxhQFRBtE_rWBAsnPVff2u8K2o5CYsp3cffde4-T6rdYrRJkr5vuQ,375,Master
JBEITeqcRdo3dHBIXFjoHeJqtDfCaoqb9Iz0HPDcGgdvOKQiJ_l5l_huqlP_8MVkN6GHTHTVMjIjPA,375,Master
86irSFP_FWpxzQZ2WixP4djp3Qih4uYLHc3YqFXA0LD0KKU5bX419j_0UJNs8ZKWkH8ji5x51LCVUQ,375,Master
HdQO5dY87ITjo6V_hiXvFTZ3YO5LW4jBl-ZEOYj5QscR4CAaz_aYrPQ2ZrffmesSB1GdIM5QFMxDFg,375,Master
O4ny62HP7MlCPeUGgfmtq9Rb8cVc_-UsUMth5bOuZ_cWVPm2Ckq1UrMezdShqvRcWA0ez-Bs3Z6W_A,374,Master
NSTHjVi0ulGVfnTkPiTVM2B2_jXMlHMbWvafepQgdS8xGM6eCWAxs9QS7T_b42wNq53WZ6RE0ZlIwg,374,Master
FQ-VnFfTLrEvG1r6c-XyWMRafuDhvbRY6AwQ4qOad55g5E-3RkV_fOkz12N5Xb505bNc-7e0lrpctg,374,Master
Z2wNFyqKRoikAzbq-xSwKSVnxq76a_OklJLWtxp6-vkq6mHF82027WBSsFbm88LoSttT30YqcXAddw,374,Master
RdnyaqmCHEjlKfUrMOOLiunoARKS0lxwOVg514z5_GWpkM_OOYS1WqJJ1f54hmF72iwxXCX6yh7seg,374,Master
DSBm0Xa6Nz--mr5YiqxyPN3TLJwzpIIOfa7ibu1w-Af_0-tVTKpg0TTJiYBwiROh-Z5YdJtfXMq2pQ,374,Master
RpWVpuu9NuIUx4zq5pSybzKrRd7h-JrJO2-FQPmmHTPZuadn4Ju_LWNPk6RT-58aTQPsOXcr0A_8Nw,374,Master
PNPc9EiCjJ_E1hSjleOtxl4Rt3VBJmrTfCEAucSA_q00xDb1GXXVXuC4XYmizpZ0xWXM6Pdfe9K1vA,374,Master
wTaitjXRPoEKcSEwzdlZOzmhF0scKNOiV6vtBEgrZ8dmcvosZheusJdI_7fmlybTQMWam7NYSHT2kQ,374,Master
7z5sUmV6s0zuBQYdYC4j0f0s-CH4BOM9w9RPdHoM43W1EpeoSHqTyQIaNtiFglhIqzWjpUBHBRN_jg,374,Master
S8YMwtOHFXlZM8Iv5gAF-GEFTOf5txiHI_CH_j4KWBLsY221FcmWAg5XkqDVa0PbMJMIeWJGwjUBzA,374,Master
p_oUgWsStmpQby1hyJMesmcT3e8dU2LSYzfhZSqsLE6IqESniSHx7spyf7Jv7i23pdzXG20ltVMRvA,374,Master
ovwbvrad4Z8-DRyaZ5bykyEXCMOZdu7NQxSVctip2cDRImFCN3vOSDByylj-DDVHCasQIAlUF4vYig,374,Master
oe0oZ3P8VRwmciaveNcke3LhUK3M3uGzgu2_jQTA9sy3TGfWNxdF6ZUMEJqFWCBrFnKdUbwWCK_Zdw,374,Master
VBRUoiULEL4kpjsUk8mGQKY4Et33DY2SsMNOpRaUq-qaNrRV_IGmcL88j5BklsDWfawB3SgbX1YcLA,374,Master
GEBk4vmj9TOQviYEh4caupxR5FWrvsUM4pCZctO_zK7-4Zz3AWMP1qV71EkJTkH9y3p_7qmxd3BNiA,373,Master
kFJ-s-gJMwL0fh89Okxxfj7mTqo4Us4Sbqi1L8bMnV2XGda5o0nardZWP0yHq5u9IN39npUqlNxIHQ,373,Master
s3_IL0Vg1vYM4oKscW9yKTyyvhcwWWl_F6Zq7NoZrPaN5iEjNqJqbeyYIkIXg4V8Oo5QdoWeDDCDjg,373,Master
a_FZOgNaay9EM5NdZ9X8i524szVgD4sfbF1-FyauVP3WIBn9-GJaagv8jH9bp-3Td0BrUkiiSdj__w,373,Master
1jVkmpjgzf16G4jWjHNN2Prw76jkOFU1oNNzE9VabzbYLNtgNAJrLxNv5oyhrlaV36F8TLJy5V5ndA,373,Master
IjSU6GkiwWnFAfZ0XEO3fAEjkGtWClTub9N7OVMx1wNbCq3U_O_9LHErZ31FSBEgjoV2kcF1McuYkg,372,Master
Knt5P8VEMsyzZvc0yzbYoc-Mydi_ugm-9G6pp9cIictrzOYORvRWrGQKG8W2qegJi3vdArr4Xx0jpw,372,Master
5GvJNOAAItTajDqufen_lpg-MxKiNJVmrCnnvP8c-_NGzj6R-7G-znwg7LHgLrqggAU35F2L5k6TSQ,372,Master
LARRwm0qbqoq8T89kT1gVSj8VvMkxdfUsRVGcUlNYaQotIeTXhqqHQiTTIpWc5wzHd9ocIKxLk3YJA,372,Master
texUc5_Oz0jzmpieERW1XUnzyXeDSGiQrXgJFILev-me_XJKDurJSunFrA_9gfQGdI6REGBBUhvpaA,372,Master
eQzVCWf0x60EKNv9htVXUg1K8K3tBzHDKf9x_GuW0fgfq-wbIzqwZE1NjAeoK7RUs33GIoFRojNr6A,372,Master
XCjS07UYjyU6YFQOoaInfu4gVf76KB5sKXBMimnk2R3vYnwLnfptlmLxng9Bfb4Jfg0NNyaTuyirOg,372,Master
QE2NHMxZXwTe5AT_G4W7QBsKxfjqwGnI0Ap1wk6qVmfYcPihpnMiHFg77GwHofgKXcBYOqK2OTekVw,372,Master
sXZKi2mfp0TS8c8DAXbmqVi5cMuuuwBgV696K2_5wmR4hwS5sQ3ZcEk1zyr3NWW29zvb0YYcc-ssRA,372,Master
xlKTgWExITmak68ZlH516DK_8dzFvHPVT3avOLL8_WHE0G3MBQZfo-399uAyGJZ9OS_UMlfQZj8kYA,371,Master
DarrG6rnuiqVaCIVoOiTCeXgrImahVnF3FS8d9Douv6kvnHJ66iEhSbzmubsM0WpAZ_2AJcl8YGrsA,371,Master
3Ul_4KBsMVsGBn_rzVo7kKqoFyepdsxl1p7k00wBVf3Jcj6c7tRF7KqQAwKzSM3gvW9ysdTbt0WxJw,371,Master
zURQJ9YqeTPjglzoSjzkkTcUtD7foEB_cVvYlU7l1qzDZ3FzbCJnCugyVApeidbcFJAlGXA5msoj1g,371,Master
xGkMcsYMHpCguHkIeKKdHiYw3c1K7yDOR6OaFOuFEa5vnKGiXp8Qc0p0i04arKTMZHYhbnjxHMaVBQ,371,Master
vZlTPOgDwl38n9XM_Bo8U-p53GZ-wN9ZvPYI7XJDvfDhnhD2RDWkG48fE9yLdngEK1Hhj9PcamrkIQ,371,Master
ZndlAkjQ-VOJPFovMD9rV7hE9vUTt9_yIuutYJTtDTDSpVY_mQl4eKhHYZigZE5uJ0YDHKdpqXUrWQ,371,Master
1Myf4JWyu5IsYiePKOCXm-XIXzlFbRZrOJkWbfwBHzP9kiV6QOg5eWBoi408WnFCYoAcZwShHyWbfw,370,Master
cW9Imy4UObMko52LotIMuRMWMawur10pOp2J0PJDAxhvm7t5bGLr17r-VgEMUUC6D3eYhKosCmi3Uw,370,Master
0scphClZ4CGXdJGaKsqoQYw9bj5wK-aruc4DYriqnIxMQd53ss6Xt1xR192uLsoh48HSanPEUOioYg,370,Master
Mi-dL_kFsp-gWXT7RwK00-ET4m1KBUna9X2QcSbU5tXZj3b291aEHGj7-7dy0G52p20dHznrZTNyrA,370,Master
o8pyRUQeUsyux0ZWzOEmZVdAK3YHirgRXO7mU82AzRcnglKElY8eyxi12e1JaIPwJuVXh2EtMnuuHQ,370,Master
uqW9qES03j6jyzWRQ8m1dmjzYZeKm7kXzNEnGYZYU18eNS_scuQQWtCm5BMPIbeJ6n3CIM9t1W8-TA,370,Master
Amo9zBsxptPv8xrwdaMVxsUpNCS6uBCdwAllDdPRSMn80nZo7V9vLSaGNyNbO9zWpMTiRITywAIwPA,370,Master
fBkXl5rm9eKnbQZtqD-zd9dlZO6b9bnBg7dWJNO7pU7Q9K1KbCFzKLrQ-Kk5yQIw2Ip5yE45Ms6-ow,370,Master
4ZBMkR_BJfbjIht_eEfK9xSUvmM804T0vZ0TWKCSWkBRrKrr_klXR_AzlDLHfDRDQcr8KACprFzrzA,370,Master
2el6J07GP3yhFD4ze_KfPwIk-7Zi5rHQjU0nBABF_bGUR3ufJ6JrpWWw-wefDDoXdBvEmoxNuqfxaA,370,Master
Tx8mWz57ejKm9gBjB6F1KX2Fqm3RG7gUXNrjo0jf3w_kdwd51JxtWHjexgoOkCciVMhjyc0Ttm_vNQ,369,Master
GVhkwrQICvsajJYoOo6WX-kQJy2PmHUHKPQKtmvA4_1XMuy5JNLz4FQ09J7BdfVXg23kuNRM1U4kVQ,369,Master
6giYl1JdumzRReNEZL0Py7pFvVU5cFImyBTk3gLHjMz44u1taxjs6gV0jzKUg7LUQJsj2ZpiooSQqw,369,Master
jNzLzG44qVPhq71lCz5wf8CFcg6X5uDYYzkM-h1Yr4O1TNGX1bEpzCcHdntc0slRDJNfJd67CKWy5Q,369,Master
BM4rASKjVBEbedrsvUTR9IZjiXliGRN-7EC7ZWanoObxv3gnjsI56_AFcN8S1Vevp2KfGNSRZed4Rg,369,Master
nmg-bim9Kw6A1xik3RArj81UN8EZ1LaO4CkMsor7Je5y4hd0BZBHXbRQ6O4jrnwg7BMe1wRacRe6nQ,369,Master
cWJanUm8So9Wlpys2317XezgefgneZ5RfrQxnXeaT4EfDMZ1qGso0tsuAiDykHoxyk9Ae6FpN_jvrA,369,Master
So9faVyd5VNVubzUkmCIDp4wuVtn6KhO1OfV47B4qXymVq77jeJSU4rU5m7dCI5gIOIkJ1am9ZIl9Q,369,Master
auRx4J376Aaj4FYkEPLRQwB0zmrueSroRf4h6KGtttk2hfDXWxqRrpJf_8PiKuiThataMn_8ZWSnHg,369,Master
x3VdZ275xMhv2qrxr3xAux_I8J-NT6A3Qccm7buzqWWiBT0_Z2DBLiS3VUNXd0m5nT1C1ERnj2htUg,368,Master
zVx-SNziFCKOt6rjMKkoi0P10KqtYZzU3Qvw0AheNo-z_ZI8yvrFhy8IUwOVFV2pXKG6E6w9sVapgQ,368,Master
WLElGqJiX_iPs_1SqhjhrgOcd2miCLlDbD49zCHrxjU_IPaXvDs9RnXEv43z9f7O_g8-osuqx4b-cA,368,Master
O03IMAYSV2C6i1Av7m3flNdqV7BCux7zM02W4ISylfSyJlon3biKB39DoVRFZzycst1_7eJwYw_AQg,368,Master
66__-Dql9xKfE3DpIpnEkQKV5GBm_IdDXrFsn_rBSrv8_6Cx5Kc5gmxiB6lwXBthUFtWZvddPDUywg,368,Master
q-A-N2NurEqoy0M74ZD9geyDQU3SYJytThCHXsItoHYtaFrDvcRtg-yDQbwS6Pru5t-SdAmNSWtFzA,368,Master
rbkyoHayRE0I1af7byZBD0XFWhbQwxe6lQ5xyT9K1HTWTkVGH4bW-eYXoQBlmLEUKuBiXzmXEYrLqQ,368,Master
IJNJRqi_mIZTZnuyOgy4D6BIxSOhS3hGupn_bmZ0xyQBnJ1BZzTwQxn35OXCp9j5dQn5-0rHQD3KNw,368,Master
CevSX1HPQJeQHDF2YWWN4cu4snb2TeJ99i_xlk6OL6qoQCActnoW8mFovnVq5kSv9MC_qPAe40Cb1w,368,Master
RhcNPVHg3HkfEndOJzeHg7hcLeEa7CCsoUg3zbArSKVrRRcVFX30M7a8R7SBa0Ou8C3sZ6-xSLv9Lw,368,Master
cbEdG4C7687-35ZF3vEso-B5ZiZ8z1IU7kdf8tmtkmBRyNb2UNgTlzAc-L_QcUxM-ca5rae-r948xg,368,Master
NjYWB7v7fl6s5gGs90H53yjyv4V3NDXHv-NXZ8zjj96yTj810utKqv6fXCyzIRKKelR7X60n-Mwrwg,368,Master
6VcaBVj2wAPCAcV8zFsB2Myhzs_50yacBlEX3kwpnPj8Tu_TNDlp5n24-2m9p5t2xALRomFxltjqIA,367,Master
wlijqoTmoq1ElZxmkBipqnNGzuud7QVGxIZR5IG-n2sY8CcvAZY1WCuOcixOmrqQtOvg_8lYz0bPuA,367,Master
tBrLTydH4pB1yRGBFgy4T5ULHsqEpbQzMWAX6CAmMN408Y47C2SsDIUf_DZdwNftB1COWU40ajcpxg,367,Master
qMiiFKNjaCrSW-K4z0drroZ51XEFMt8xELhgSwXUzlhOqJaz7SsPfOz5NbX37RfGrI4ATQ-W2CvVag,367,Master
XPWOwEj4-CT-WJPHSARkVgEjtAnRaDrAB4W3MYFNYDrPHPhj4fLvbm2WaLGJ6iwm36fPMcMzP2baWg,367,Master
d6bZ5f3HY3CCDl5m9tSLlheIxKP4FAXh0q56MqyoDZcD-ec7idCJ8QoU3a-N71eBJQoNIdQ1fTuAhA,367,Master
zwA8tk1QWiW1NgMM6v-H9Ggln3N9JZ3ypSuOg2dRsLaWIS72CvBfwAlydLHuUPwi3eer5WhnMVsdjQ,367,Master
RoarP__iO36peUuq-qIEsK2gu89qi0MXt8pzCzrhJh0DNL1iO_vLUbnQmix5FEoYq6KxQhELuTa_ow,367,Master
zKkxYdUUwIAzz7jtnhcpk9MqPveG3HYK_PBEI5O3iH-n4HLGILv6vteFZ8--0i2qhM2I2DlpEjV5SQ,367,Master
Sd3rHzmxGWa6d5Am-O3I1RD0B7l3OKFQVaiPQsUljyJkR6ddTiPs1HupN2RLSS0soiZrAbz3oZJLug,367,Master
dOdMJdacqymgWHK4xCJf7fKx0Ksn6PK8fUmc0rJqK709TUhYtG7M2UzGrRYKaqvC8RGkWUuPna7jDw,366,Master
x61xIBHP3vLkzsnJ7RSTp8Y52UuY6xjuO62RLWGtbx9YJ1Z-uPRSPqqgu90OuxhfjE6clRE9vufjvA,366,Master
oaGPcqrXGVzBtPpLz4I22cHhKvRMgq40Pf4N2Bv3rCA3vBkasT-ADxn5DSBJkY7YtxX9IrIRTqaAfA,366,Master
-O5FDNAMRVZBustkMWQi5NrFe7BWVZiLLyTLBBlnsBa9JNZ0uehY-Wf0v8EW_RFCzHBgo4VKt2mVvg,366,Master
g2r5LYBp_UaHvumUs6rdFG4-Y-BecbRexJs4zuokvCUuoP7s2bBuOLDTO_e_vWcsaqKO2IJNoK-9eg,366,Master
pOqrlKxP89uqrrAa7j1-K42eexh91O2p6JN5HgMwTNUhc2B51XMM84FPMWVl2KKpKCgmhYNnt-y5Bg,366,Master
50uUMpGXdKEDd9QIcdddQv8YMYkNLRgOQXf-MQUDg6QoTs1_Rw2PztR1MpNR0fFKiJlm3I29Huxi4g,366,Master
M1E-w7Fl8RSzQbkl0OQDSjgylteTDhKwql6XcLbAew_DFml4URudlkZwj_r0cwjEEYdEGh7n48Cjqg,366,Master
Zc5RnXUyIePb1UEmgYNRApY3ewyI2MlQs-r5-dI1fAXNxnwNo67Q9jic0xueOvcxTEhzuETtVapBhw,366,Master
b7GtU1qOSMADgJwBAwz9Tzqjt4HvglfWh5tPwYYvzp0yYoXbchwqRWgQ14Mvfg_C_ypXTyeAcE01BQ,366,Master
jcAr68SnreUZioMDek5RFYQNhgFcMF-k8u0PCg5TokkzA1zs2luwsmyGSHShKEWwIVZgNZ4aRgMVbg,366,Master
NMTXue-YURNDQDIPqPz0kNLjjytUBTx59jHPYekCqP6teVQ4Pn_WnX5MEZU23Fkqs-ObnejL_Mr-CQ,366,Master
q3ea_tE9it16jqJ0zF1h9NHH6GDb0k-c5qNz6jhiZv027Lh4cbnutUpOMO6MeM3IAbfIbezbYa4wQA,366,Master
WpIAUuIBevsViDKmgSGLi_G7qSQavnvOxuwB_aOu_m51zuQ4cofnV2eVIA6dj9bM7KQ4xdgeuHAAEw,365,Master
qInL0Mc1Y41wJdMxpsiNU_yolBKMzxBZgm6jURJcvYcBMVajzT7iwZaUW_zB1_kbC_eMoYdVOHShmw,365,Master
MLzBiNGYr7VDBw4sQOC-95ANUktLiMYq5UMaSGqMoBek-t2DVjjmL_vXVEDEKrxCSsfcwHK4yeymTQ,365,Master
zLjzf5NCiKNRToggIl7nayTK2VYIj0ngN0VkhNEkFlPfBOcfy21KFbhWqCciwZNA2Q9TiSWayeIf_A,365,Master
DX8ECFhzYD4QJTpjnG5mQwHtJd21lzLKmVpYV4X5sjJulcf7V2_zcBSRBHqO1SJkEpK2MKQa1BitGw,365,Master
mJ7Wdbvacvp0Q8CzMHWZkaDEF2rr8WwF512_q-8dWC5Ig9a5gPlKA0_gFXE_YlLObJ_G6LxdAZSf7Q,365,Master
V0Z4hOe_mkzqUcx-iEeEdMUjOMtbssd09b5jd26BWsC84lZxCRAtkrrgWKEUFvZQ4nE_5Vb1TNT96g,364,Master
b5vtquGCVYR2GCwltPg55Pekhc0yBA7m-mZCbhgmacNGV_ldSr1Uko-qlxYsbY9WbBxNfdE92bkiZg,364,Master
c5nX27Eai2AOVSAgESQBz7PTBNUT8zDeVGVTeFn7-Y9NtiTaPbrIknyznsvf9OrGRpd9Z3Rzo4zXdQ,364,Master
QFilhdvAdGlO3Yl9O_qpJ36nZ9X3DQpn-WDWhzi7rrOljQwcjhIb6CxhsSqjYejCQ_mTby5a-aI_fw,364,Master
6Q2jl794ccxntab-zaEOIfolU-mN6XYUm3yQQrRVBG5gw5cFacMsqsk74uCbIQGefJLNYIB3vLc3QQ,364,Master
m7z_IexUiIdJEcCqbKVsxSSoo4Ot48ItFEpRytdNkABvQLDA7039T5TxeqcsN1GWcnsGXaT5I5BvUg,364,Master
Nu9H2piuzuMqGDPozongv40EQEt43vk2gB2JZRAkxW5ouQfgd_ppsyCHnKj_-cEhcxeD5VCaiozvRw,364,Master
KDQ2LHj_2NWglNDTyVBvhRu1ZjtgIjMNsaUGSWOJ-aiMcmv1EHftDQFHxbrID45C6pHxa9TEQ6_HaA,363,Master
Wr7S9BNqpiWppDeFTfWXYqTzursVxLueT-w1MbE2O8EkN2LgvzY6PgRUowuijXqefWZhwSy3-y_mWA,363,Master
_4IGbGQQRZml6vTNKTUdlPdrqn2B04M_YillhMBJ0OJePwlpTOiRBuYxmSnpsKzY6LFKPDj_LqjjzQ,363,Master
n2skQgxWPItzeijIwEKjJTd9wY3KiCW-t0CRq3WQM2bTyFEPw0IV1s6wlPgHxTbNmbaHiLfZZiePnw,363,Master
uK_1pItE6r7Ei2_6rAs2PdtLjCkTVnZ1u1j-8kpW_wb3F4Zz8lICz8b-1z7BVLYfTBgPFbPOiH9AWA,363,Master
5wYYqRRe3BJ-PnDO1gjymxmgUr2UQBQ3p05weL-IdBtFG-rnikdwScTz-ST_pehvJWs__kmeDLAMVg,363,Master
1CLjQsB6-ZM4It3MluB0BMC1wIvMNain1rNnwecDZLw12dOpLsF4c6rd7yWzwgpf63TL0J_BODXyFg,363,Master
pOzsPlvYiGOh11OzmSaAUjiCvx1Ve6a-NKZ4IgVnK-j4UcwsXv8zbaNU_gblWhqshNNhFK5zg9KQbQ,363,Master
WYquvE8ZphyUTaBR4LI3VJ2mR5Ky4SLolUJnekQ2qH-uZedsdWvdZ8rsYBGasTcw7PZq9vIiUBGp_w,363,Master
JbXx12JgpTPLX5lSrWeqn4UQSo50RGt79BXJLwFIbJhY1xY8L2lVE6yPzSqTFHZ7_uXhfGoZOO2EgA,362,Master
EYVPO79KXXi5lkXITAaJyct6xWm5I2mO_BhrC1ilpa1K7NZXuyF_6_8IIB8FHLylPZfq0DR4ibdoCA,362,Master
f08xK_f_jg4KN-GOhABURQcZ6pJGgka9PXD_ncE-8qrn5dfKhBCYajE2LCaZQugWyTrftUAmZ4_d8A,362,Master
YDfd1c4lxpJdQtnPTAB_UMYb_apU5G9bE3IINtVe4mRV4GcfhBqXoXHiGbta0xsaoHndEw1gHF4E5A,362,Master
meKJcbGY6F-ST2knNtjiiLPfLYr_pEnRQYM8uHBYGRvyk5pm3fNDHR3sa8YSi8mZYp8glg5-a86N6w,362,Master
p2Ll-mXpEiuizVpy_4ViNOPgtGVuSc6IGJDgaUXO6hScroVHbu9N59MD2dsBjF8meMfALCV5xH-XWA,361,Master
pl3QVYoWo7v__Nxfp0ULdRqKu3Q9bYsZATTTIPvMTfqZdzC_eg6QbM_VFe8VDbXJAT4K0C5PDdYBog,361,Master
VxZe44HDk8wZVwwAu_LPqC4C4J4M_bxx86lI4K5O7xT86yQ_qH8xh1YqnnFDgZWAN5t-ye-f6FdXhg,361,Master
rKrtpbJqs4PEQ2Ncrt0Y-GYShmAX_bU4Aeu6_Psf-BiPTUOhsUSfy0WSltb-BYdg5InAYV_IZgYiJQ,361,Master
Wdh-ZE0ln-WjCVbnyGYDdTp-ouCJTVLltV7LNSlIjB4XSSpjk5ica9UX118JPV4vLSjaB3vXnvOhhQ,360,Master
5-RGgthnChWpDg6U8zSKKhOCW7UM3sClGvTh7QtQYgaKV5hqTl8p5jEfkgXpJhHNAyXkzW6tC8aRfw,360,Master
vzrlCarfURYxUexcV7dU3mDEWm46i-2u28_ZTA3jbjQK-8I2TZ-fmI7CYOi5h2UPeUzxCBkl7IC5AA,360,Master
BBGi5dckPVh-ZEM6_LApz1Dn3sMXxU3ME2WglKnKSqPmq_o1my8VaNWnSnjs7pvOqyYCk-J_6ijRKw,360,Master
TCgOVsls9dtkMEgAoY5hsH-nJT7MwNY86NtwaF8fK8ka0Dk3OL_ciNxdHP0y5nVitNIGFuqb6DWuyQ,360,Master
tXOOe5KECLF3ms5aR2bf389ER_pu-CXbGVF5sWKPOW6UsgosaTwlltAm7sYTJRIzTQY2M4o64V-TRw,360,Master
9W6G0ytMcD2UAYwtkR8y0kWGoykjnDtz6vZ0vASScbnD0XT83iTxJaeGWriugCBh14TUnmPm6ADs-Q,360,Master
BP_A2IxHN6FPelMqVnjvIqN4dBE1kzJw_LLheKPhiUSRqv9GDPlzRXEY6F3ny_naIHEfB-QtL0DEZA,360,Master
jw0wTS1HZpf-0NWy6a8iyRpcA3xa6zSqZljdEAHr5oeXBMXN2Zltir-ZF5p0SgY-Ucs0eM-3EZN0gw,359,Master
ZIjatcVtHend4AP3YIq2svHXz_UCRvOWPK8PWTIkPn5oxiYWtumfonw0XQQurTGVvwTFMpfdw-ofjQ,359,Master
RQ48eViNqjQtbZUSVYqFx7s7wplyc3V1_x0ho2pR65xX4E4BI9dGpEdGGKz0AmWlHnHic_wSha1Kpw,359,Master
_0oATlUkVYuhdqAW8fsqpU84H8SPDP0GGSYzEs3RpBqNPWDHhEYKToDKy4RVBkRohDeZKSrHvHovxg,359,Master
liBzo9wAllYNaktoUdNHB3rVfjIFQhHw9P1UrP2GDo8d30RUry5YdP7knPlIplsz5HZ201L_PYA5VA,359,Master
OFJ3varE4-6dwJnoYpQqCoH2ULcqgIfEzge03WwRMt-WDdCwU-EEvV1PqCSmNalhc74NIRNx_xod4A,359,Master
B53RYbEbhKYbEwohLypp5IdCSDNsw4O4MGyHbbuGvjCuAqx_QwNO6hiXY1Zs16DpPUakfBdwRNjz5w,359,Master
2ThRB2r2RIu81ZcR2BNv5JSegbzlfqhLh4Fyjsm3P7eVLBkaveMUHzr9BIZOZXQ61BkHwzSmnFdvGA,359,Master
kjgg_jGS8I7mINjv-L1dq0iCDMaAtQ0lhYpKWgP6OHsI7HDVlCjOFbPtnHFoYLjx6THdOoet9_rbQg,359,Master
JaDqOyxTJCLKulvrrdvuhzXe06hhawHJHA73Zp9uK-xNnazF5WnRYlD7eV5d-pYT0YxdxFkDhvNqrA,359,Master
ulrqkQqDcO9SzZEmW6fB0_XsowR3QUVrNMi0bcn0S0qSbjX-hyeDenQzl8CZ4IBhc6Ehei-H5TUC7Q,359,Master
mjeLCEK0MvCPgbKhgtwTiO6Zp03qbyY0RpZ61wToj0xSUL5nCOtK_M57EUHvKjZFOhbO9lrqLixqtg,359,Master
kUSakNzrntxNSyfxnuXHDEPObKubaajmjEb7gV2AqFQn9DXk-0kafNbTGqrd6duoZfiKiCk6GQ5wHw,359,Master
CETbSKRba7w6usR5HzMsnj-2KhjrU8ucTmnwpr83T-IU2R09eR2zEHeuCHCe6riKFSktj_D3hpvyLg,359,Master
UF6pBvGyic3p7CdSU-9TiZHqi2oDKvwE76PD9V9k-Y4gV-bYVvFFRBYilzwlJ7rrWveY6ZZTL09QXQ,359,Master
ybYrTUkz1_AxvxPorlLbY0HuWtuoZGKbIWDIwibD5nslT3EvxX6xNQ3ihErh4hVmAdoclVpEy73Q7A,358,Master
sntORVU8SqLTR6xzpfCjTauw-1RgOXq6szFpgb3ozGstXa8v6_lX8pwWEwA1lR5lQFqVesmusyYFiA,358,Master
ZHRX96CP1vlCnEz7TxjBZPULCceFpHKpzkFNxD0Ny77RSGSWFUDOy7I9LPVF3HD_HDhHX8jgPdP7Iw,358,Master
eylyeJqMsj4swTLO1q_BkfT81dvRq8utC0YvvFzRnidX0hdeElc1MJnV-zpHEIHYCCXX7Vk986daDA,358,Master
9DTAoJMsudMXwxEkESl9tNkeCJccvr11ULW21mXjYRM8cs3Yw1m987ym2VS-klheh2sCIgh8fkryRQ,358,Master
qWB4Ct8q6CVT8FqNyAUfam9ligfrTaqYiYXVdBIYHw22-MXN1tJyYw_isNS718M0f8hmQQWk65Z2uw,358,Master
UiTSnUJWiEGmJaboKGLqwF3C1Wme-r_QbmqAZqx3RQ-wlHy_paEefIZgy3n2v7EQPyoetyfMLeK_vA,358,Master
eUPY3X5OY-jr92HTezsF-1ReeBKIP6k_fyEeEaaZ9wnb3xYKaB2r0GvHqT-freiibUo-S74BwG-NGQ,358,Master
VnSRpgQv25ONHzdSmwsHpjw9VKhQ_SpEmeCrXbdOTlSAlqqN1PhTzW13oUjFxBLgtGDPE-n6kMEoCA,357,Master
