puuid,leaguePoints,tier
CcYqpLOPk48Wkjs2G0KAIgJAdMyrNvVqkF3AfLVrVjzLGASJIkFywVplZwibnDt9jBWpfXkRBf3Jpw,139,Master
A1pCxUdKwur6HmxX5A4ptgxbAtJcO31a0P4pyTSd_mAw-mVpmud05B4VASkLBKuQnzUgMqSphBFESQ,139,Master
13Q1sI7_EkZ00gAumLfXozyRz4eVARfCRxUw-weSy8h-ptsms8fdnHVfgTogW-aG-iZjduerpuO3Kw,139,Master
hLdak4AS_sWXT-g5yGB8BRJWKMpC2yKHPdnLLQdMRpS_a32nWPOYdOjc-QRNsUpNny-2Mznv5jEU6Q,139,Master
6cjUSySA_tbS3jrxMUOA7ZjpLMNEp4BRXqkY6l-5SEr2Eyj3JCeuaXxXsy9MXDQQx29QlqZMGR5Mqg,139,Master
JGVyyaQWb_8mc6I7WfDUsvL5JhmUgnoqLkG1v6BJ3dWVR6pe419Y5hfthbVfCRRkvA_IlXrDf60K9Q,139,Master
aQT8R49S7-6DSR_r4Eg8UZqGfpTTQYtuN2Mgq74NpwJNkBrgis2plDLmLvar5TO9Pj5QE2BICKydCQ,139,Master
35Mp5FH3LVrk-uq-pAYTkru_4Q1IqqOUaicoVbxZwBD0d5s6V_VlOjbq_zYZHr86ePyAWomQpfgqhA,139,Master
HnFojfrMgs0jD2IbfpnoQHnw6J41ZhGeLPA8a7t5lQruqGPiWA8blaTK4fmxnKZWe4UncGC8FICQIQ,139,Master
NXNj6pZkbyvOX6OahlqiPyjZUErEtHYXrwpS84oH2uXYM325ZocoveWEdBeMnuzuACIIMT5sH1ivDg,139,Master
ImaNzfHUPwuVeyxUuoQM9uatrl4xd179n0Qy1BWNLrFZv8wE4mC5Bwq_m_A-XaI08hucjeNUKSw6Ng,139,Master
oVOfkgZJz6aM497SmJ_8WqBB8B2wljnJADRAblEjC5XHpIcDBZMGsFrCORkuKPxU7PjBKkWRpMC7cw,139,Master
hyZKXMj61B-luBeSA7IFy2IX0rKT6POZcqdsKYpKoZnqKbGVFAX-_Vw2mrwJX34Bb9tnd9wijIWTyg,139,Master
sW33BtpIZhdTYWBuHDHdpjWLiA4WGGaEKPxNeH_vC510n29oXa3QZTEAxE7WV1WoIWpyUGKDkhuCHA,139,Master
mmz7qzEThzcxDlLCko1mP87gfuZalbDUw1m9SsJuDmMm_ymEPln-9kb3gNUNd_RAFSIkIhdDAj6PVA,139,Master
GNg4JU8URqxfMjGFn8JBXNOuDa670pTomMleMwIhnBl1SSSmLTrmbXscXK6EOYk9I4Q6HgMWxeL7cA,139,Master
vLw-e62N9brjdUiDHeLLauZ9u6UTYnQLw06bldV7wuTuUMg-VUBOaWengMRb8yGDHogQ41yb4Ft1XA,139,Master
OyQsmW21Hlsh7nyF2KSw8ewiS25wBnQNBG6WeeU6Cs_IL7ASkIL6MODZpj8M_0VJoRk5hXRDnLaDcQ,139,Master
ul3kW66MQrh3hEkw08oiG8SnouyqdtXoBWGylhRr6VwdU6qkDHBGIKUoUp78HM2ejnxvoeMD6MtLrw,139,Master
aGaENq_RoKxeOPb-E2Eh-J7VRMkmCmU_7Ad0h_np3cpoxAgrD25LNYXqXqyo6XJSlPFNITtTvXn1PA,139,Master
4QFp9wvk8DW7JLmOweR00CIupozTDHURtjzuET2xzchpJt3x8zv9RBmZ9aDe6WtBeAb_cObcsLytSw,139,Master
kCM93pQjkYOJgCiwXWl_6GIZ36TRh-Ty0uKD_Ly7CKAf0-UD3oPWEeiGUasnd2FNLbcB0IvvNLd9qw,139,Master
S4g-OW0xHRbXDsWNlUWWdZ_p23CcrWhPe-GasCyUMUxY39leQXHJrZaklhbCTbw3uGfmlz-i783K4Q,139,Master
yrNC-9FiA-RGpBYPrueGHeMotVfcN3I4nn0Z2BvYNaGqqBAxzY_99gFod0E_c9IsX-9rF6cJfWedQA,139,Master
mWPYZmklPeRiNb3yCfJa-fMf5pYexvcR5mnjLfdv8QD1D2mql0A5B--HnxUwpa8hPHZRTAEZUiMQeQ,139,Master
OXakygYvTDJaUEMU8_ZTMHRAF-UEyqqqJz-alqTJuOsvRoT60oyr2XKcb5wvFNZQ_qA5GjOyjVvz7w,139,Master
raMxkM1QMfPScp11t3illxngmSxixjD4vvkk-HxiImJO7xlwkxygAEv_uF8G83s5tuVXYMd3WVzqXA,139,Master
8-VhM9uurHOMRfo6N8nSpGBcRlNEKLlJf_mYEvxYLKP1vA-VsvfEcdinfx_P9S3Nrda-1fcpTVxlnQ,139,Master
1zdkJovudh-hKNAnLkagaqPSqG0cN10Bgqjr0Dee3nhIenmQNE1VkmReyyPfOq3L0M75ypf6BvwmUA,139,Master
GnsNxwgs5vKU8a_2YTPbbMjbBlCGLSyUsAHXc393DNPqXap--1UtsbdnistlleLvEfabhs9fD8gg_Q,138,Master
wkk7LnEAnZcmx6t-kz6doXS3GdGiiB6pe0LwIaFWvvFSP_Ici5N6WfeKJCx7Goq8IzMqFQaHHKiYNA,138,Master
bUXlVSi0n8cDqX32xHwwYVH_mmwjWo2va5F-JaQMX5E60DQgxMCkSQETO0yJ_BHmYZpLkkoMoV0egg,138,Master
cs9d9Ae72cya4IZYcezp5G4MAF4ZUwuDJF6QG2wcUF5hbzK8CmG37_X6PiOloneeobJCegO14B92ew,138,Master
riRQ_r1tkMOCyLbQyCSzgoju5kHM5BgwWE5sOffWbpRjHT2lFMNhkxhPQNSfCsl8uVSHe4i1Cs_x4A,138,Master
ykjPAA4vhObhIJC6AGCfJN1ExGuEq3X77qQN4wHB4vrrKBXrILKLsmGPVrymZW3du6B80oN-SxiW2g,138,Master
bIQPhzt5qu_fDtwPpvRn6cHz7yqCJ743BeDamT8CArXdZlb6eMyeSUDq2moHpzEExmkciikErMurGg,138,Master
FSVdqrouAQG20G6pWJiD4ZaBXEJPAZ0-U2LLD30xMBEwSi6xmdiuYLMnJOqlNKeTR7LjkQsvOsuJDw,138,Master
FY814_6b949sXvea27ri_3h4e8FfT2CpTJ9Q9Is2wYkmnrx_-wuM2pE4tVocjaGqticYwqtU3jeHNQ,138,Master
LkN62EUSoYasL8JzgH5jg15X1hMfNth2xIXSH_Z_5HU1-rUjd7qX0OQPnXMgaER3UvUXNamWHIvJKQ,138,Master
kP7Sxcz3GfXDIS32lr7IRCkchbDoyM-ygTXic7mWt67X22dDhsUM2NGNMzlZYHwPBJ6BKRx8FIlkow,138,Master
8ATTWNl9D8yJgxunKGf6r_qYLvcvdiI1Y4Fqh2OGxizB605wIyLRQOXU32mPx410hU5Nw2YGsc978w,138,Master
QljAshE1lBZzUyj6UUzNxNASts03TGDRjQCrwbXsAgU5GbmvMqRiU4Qy3Me_PGEQ-trLSvhxPMzhGA,138,Master
VfsIkqOIDkeAR663xJs-dfwo5EeK8LxahfIoh9jL-JnylezF-fiQgI8T-3c5kG25DANGoIt-WPaBYA,138,Master
of9W4UmyE29rXDC5iuKrG4bhaQIxp4uzLsyLjny-bNN2-Z_Hyxfre5JD84cRZkDazb4YRtj6UoTfCA,138,Master
hChgt8uTa4rcLcqsBIFAxCIWk4voKOOXS0Q1ZTpw7NVTCXZVMoNTpNhuqhPC35ikkWTGz2c0CjJVaA,138,Master
4nIUCH5CL57JCN39CU2lsOyYmnEKrQMzLyNYUk-VQVQKih59qcWnyL0K76acu6XATzJmqtnoiyixlQ,138,Master
F2hKjWnZxe0CjtGn-Fuy-6YvtQlDBBxdkBhkhlNq6c4mYTpZcxoZ3F3eIVQIZpbS0EhWFSsiH0wFYw,138,Master
Ll5GO6cFeAyimc7ejtptyVhBXIYqSXEJEMw87efJYKJY1P2ObFMvCdJhZ9_VSJT3RYxnHCr31HUNVQ,138,Master
8gG_Q9EWTh9sO070UdyHGJTA_ncnF3pDOCn1G9BMWdnEuGyHXCEm2_mDQi0OK8RaSi4zcswUs-xZ5Q,138,Master
dmlk3DA6fRza_vgr-2BxJ3IuYq-C1TrH7D_ePLAM0XSbDFpWbDPn4IfZe_usrkxhd3U-qBTNlAHMkQ,138,Master
V5IpO3u44W7OLDwaTv3vM-xtPgt1oUPF_Sgi1r79OSxi3RALOcU2ad2HEZFA9OLDES3YIqqcPWZjlQ,138,Master
MEzYikV16yim9pfzzwIuYEuTacSlRwWKQeG_gnEBN5a6de9U_gJb2AhpnUFabd1BXJVwSW4ouoTl-Q,138,Master
D7apEbjDQ2cq2ADQK02vpI913JhK1LOA-zL27ll3Ij-4kBNrROb00j3HpqdR-j2if3n6AFkBcp3Qfg,138,Master
v_nu81HfK80M2rSGSdB__jF1tsG_Pf7RWVwkQ33ldNRTVGBpNyg4LDHN3i5E0zxdvaRemJqcBXcyIg,138,Master
imZQOjTVe3QY47EU9q1DqyjuY4PuZO7KEOXFL4X6TyMhqMswHiDJWAoHqxNaAof8sdZJLnNPU-18hw,138,Master
QfcPC5tybyROKEE_CYH4lpiF_FooI04uIWu2G87VB44rA3a3yt-9pVxP43o0au0NSqotqCWxI2AsYQ,138,Master
oTxOkGoOogbyUKWMEsbY7rcuh275q78RcR0xXqx8xJLMxfM4qV4JFdU7bj-OSj8pIZBlQ-g-2gerbg,138,Master
5jnEbufgD94jvQTvEa_VFQYKOef0SrO9pDNeyfiPCPhqLXIM3NSjFBMFpfs2ikvbQUOgjV1JnUnl1w,138,Master
ucuW8TLncCNnf2iFnuXz2kcZGKKBVl9p2yv7kQQ7MYQJA7r3PtcwRxPFP6owQSX_Jvs3LkbEqqXEDQ,138,Master
Nee8Fdgb84l5vLbiO6sjvee2-fyHtAG1SPjnNLRkSSWfPDmKpYY2Ew3klHVVkSfoDwWf8VtfCKFemw,138,Master
GG_kXVOEbqlrAa0FZJYu3h9cCqVA_PcFHHDIupvVJ2h01uCJnLXznobxTNtaM0-aPV3e8i4YpPQOBA,138,Master
phoLNX-OPkhYvOJ4TC0Ko2Da7S0V5AG-A1v11-lZLZYyJXTJDB8YaYZI4zhYmEkIsaMpDp3SsuvyYw,138,Master
NEdGk-Pf_IPOPtx6I4Z7_xpKb0_cxKBf21RrjY-ZhcmHUq4zM4vw5_G5t3wOqvbIChvFrO9fwMETTw,138,Master
pgGXHvOOPE1120pi8G6EFCVW1eFc7qtG6uKXEQBNUR1Usln8rbBibpDCR5F8lUwixIEq2Tsndg3cOQ,138,Master
u3E3CyRgTg3EJvWncB-_ZjVZZ4VGhD_YmFg61ffA3YDg2J1JrQD_uEJhvimxv4PTELXQilwRlUWl9A,138,Master
6H1dxeNkYz_58JIa2qDOVgTvdJXAXpXRp71_ezkE1QQwL0TytC3rsj04SMZN1Ay9rsnPxzssPnodTQ,138,Master
5vTZ4k8w0Hmx1ZdsGUNauhTE2qablKHgelhK197tPsgkZzwgHlxYC9-0s8Op7HSeE3dE3m20R7_jRg,138,Master
ZsUZX5y0N9bgUqndfIP5dDyOSe5jgSxFyM0iWmhjtm82QHuSFtEhBl3ptRAKcJCsfDHYhCG1mrCCeA,137,Master
7U0EP03eHpVxeEuG8vHgRw53LmcTAFlZ03LxP4wa0qH9HLMjlSUq8oaaRpcu9Wz8hAfsDT7it26IKg,137,Master
bu_bR_JM3dl02Zh9r7Emct4MmuO2fV5xUboQlee8MX7UJjhaBm6k8AaRbuHTVFeah7jZM1xFOnkWiQ,137,Master
RJq8S7J9iyamzuEJT6mCO-imy21b6RKS7g1HpySvmOVKTx_ZZVlTjIqxXYfoAfka0YclFCIVCJGCFA,137,Master
_7dLm8PF3yZTlrH7A4RP2eNFPYPjBWPE2sgcWJyMVeVYKOgQdEcuFrWUaB0i2qttUNC5TYM40QlmRg,137,Master
wlu_Flv1vgejUBKc_Gen9FY3DkCjBiesRi-ASRKaJKijPkACPDUp76LRvRWgkgZDZmg-JAs2Ym-Wcw,137,Master
sJF7ok07SIo4x6rCJFPtpQP15UVRVdYTLb_PXCNFO_nOycCXupcUjdm4KdD0OH_jvVTxed_6N4SklA,137,Master
UQsAi_O6xzODinnDYAQV9GvbhMnXbT10yO3djjv3UiQ5Y-Z7FknGuXk-X08uru23RxWT_nhQZ-0XAA,137,Master
rfQVmj85umZlJld2zvg00qt06nrEoJWK6y2OYUhrUp9KLA4Kz07yNKAnp31zKC__8Ercb9J5iGhALg,137,Master
nZpPwAic6OXTTKqtIhm-CTZ-dJFbpSA4UtNUd66pb6_QwlJj6-lv4-glrpQ11ACjtfz7ctONxLMpAQ,137,Master
9COCaOFQbeFkQk9Ulq5fOnQtJ1-r2ZhNPiSDxBHktKHRvhuImgMLzxM9HXx-K27QSD97lLym6Qz8MQ,137,Master
tM50QhfkssHAlZfaP0M1QeT16Uglo6Ao-OQbHkcY9Dtr8ZdQBnNzSYbvanD8JElpF44eHk3hcdTbrQ,137,Master
GI8Omt9u709oaaXQG0ld24cNdSDWe5P8MnrQ8OOQ3RLh4RRQRUPGPPhrVEqS0h5ULmDUNL3vGuEc1g,137,Master
UWBwY6zkAzOB1Nqms8iGWDlQb0KiNeeO5ZGCU_sW6JiP2y2U8EKhlXwbr0OYXsj0qchKbC_gXxHG8Q,137,Master
C2f91txVqgniQIDeDY3sIW1XnZIRR6eDMvVzn6E6PY4UtmHNRgQ-HZtjTDPbLmlWAOJDgxcEskgzkQ,137,Master
NfwSpzOMdRG0Y9UnMzhHCHi_rl3pLo-t2i3Pw-NeIlKr8yiBsMPV2ji67b2rQ3PCJoZZoMvKM-1c-w,137,Master
3fPzw15eLPj-s_XgxVKa7mehSZCd16KvG9bqL7HrI_MzFhvQ0q1qRmW5bfFesVaHxCFQSbQb8d04aw,137,Master
BYliO5y8XXU9G7necYkplTsRsZLfX1xQABeSDDtnWBJRO7vx7Zc9o3SxWyzjcM_BwbGRjgM0Bktfug,137,Master
GB7f7BTvcqGLQbZGIDPVQPrhvMHEpey552KFDeSC6w4TzWXaAttqyONfNO-oGm8p9Mz8DUw12dCqDg,137,Master
JwHW_j4uZ2khjIuFC2g_XvEPQtu_9U5tMspnwkzfj5x8R8npyelsUkMeZzdLKuyjhTtpfTs3J2icIg,137,Master
M0Oxst91hnHiitMJywOraJBwUuFmoBKx57Nbx4JLxSCOXEgG9I-uMqZnWRj2q3pdtdBdf68LfjW1Nw,137,Master
OEFfYjmUR-EuhqBDwuQwHTXR7_to01PRjsImXjclOmFi17gQzeY8prPVAu8CWbGJT_XniDX6xcGH8Q,137,Master
xr90umzrAxNqVd7e9cP4tNOXvciTNgyrAc3UvYKkKVCo1p5yWO5nZ_2Z0qpT9KXIp--rgq0mwF6qpw,137,Master
GBDQa9dgibxoVbzQFdi_N-uLyRu5ARP99-10N6ooIS0ZjSkF-vO9hUmLq-j-lIZ5VnJhNU9Ix3Ynvg,137,Master
Ekgwns_jpWyI2PparvGkFwgkTmJLcbwMVA0c4en2GF5V6KPU3bfaFTwBHK571gEX5868Cs_AJelqlA,137,Master
lYyzEbtq0tlk-ijUXSU1NFNuTMN7ijpUZgOPAWLXDpgjVRvFbJSo0p8NBsBRyoYJ4KQ-ifrHFRw2CQ,137,Master
7SKL2y3nybZtg3AeceuCL3IsgN3Fj5p4dSLAsdHmu3gjSkW5AzH_2YgdcXFxDvDvTzBPZBrXZs11eg,137,Master
H4SaUjzh8ffbk2N1THPAiVcljFzOaNx4A3gFTmNpAYu3DMaNrsvd5d9wnPn7_uwV3I21haa6zCTkRw,137,Master
V3_gi2ATcN_g2tboSZKuI8l2EnhkjrPNl-wE5R7MAJb9qp7VPb03GH6PTdsL1zTNcKtw2QkN85g1pA,137,Master
t-M4nB7Yb2DA4CxUHMVGTxcnrb4g6uv5_gqUYteqqDSf9xg4I8VUYAXfVqfHTjyJYuhmvojX0L1BSg,137,Master
K-9isjgiPcxKA3Cr4LV96hrD5SDogmnbrxj2sZzTmMialFayhMHEifnqB8LOXKEILj_3SSqNZudXWw,137,Master
IUEmWtJa1_ASqCldU-jR2juCXpn83pJ2Mf_baUalr-j521lQrGPbamwAcebhxrP01IH0_VRvO-hUJw,137,Master
yyeL2Hx8ScQQNMzruS6nfU0_aEtu24BFhQgZAWG6cIh4DOrbpvQw5NNKkAiKfc7nBfVk-GY1bx9kng,137,Master
cVoUTm3iulzhDPrKKGm3HkBtsejWS7b2EVkDsCTEleMwrd1-Womy63BConDE55fhpCB7RccIdf7NkQ,137,Master
QYxTxMktU8yzwe-Ob5R90sD3MFm4yZ6sAjNB-syhoBwndqktzCOI5PaCdqePkojO92V6YhYidvwy3A,137,Master
7nGXXPYtJjwsKszyS9lRptzsP-NoIFt_6wsekGhT7HZM_NxSLsCn0wja5gEY1FWXB9H1iooYOlK3dw,137,Master
25G0QjlHDHhTTCtskSbhCOKEDYk_DekufT6e8RQwTbhUVaIp10rPb1WytCVNboTRxXDKebapTX6s6g,137,Master
gOVYJrD6E9meQhQMYafg63hhUtO7F0LaePArXH3ky4w23s6bOX4v2oVC3cmaTvsUYw3Gsqa9v40f8Q,137,Master
xfCG2ohBRb-xG9e4gDGH1rUtnRGcLK7iDlgWywkqACM32LBlh5qIyxPaZJRw5N0cVESR5vNNMYv8JA,137,Master
-PTvk7c8_zxObddnVzkV7Qe3BZAAYbEF5KnIQDgpsyerVAvFra7twXVuKgoY2Eb4HL_Xu-OVTCUBmg,137,Master
pkdqT02PNNH3BHfKLZIgfRw_-YAWlr7dO2DExHQ65THfQAJ1lZIHWyIxbPtaesi8yVzgETSfNb5BMA,137,Master
-OaVFupHzEOd2xI3dPc9bEhN4kBZ1estTpNYmIsAGDsen4j7gyqsdYWxlG8BjXhGiWeTgCEjAcfLxQ,137,Master
GIaS70UZudGbioE2Ud4_i9DfzhdUK-2-CwmAkUo4fcDD9B9u8PmkUNfFwPLSKp8k1VE_GqxDLN-Bqg,137,Master
kFNauFDnKb-e466RrrhsuuEFVNpwZfOPR_LsYmOT8n3oWilm0Vd3sMYAPIoHSXasFrPmGbfrGxqp8w,137,Master
yMLwL4XcAEVCBPevbJdHOhcQ773l7cFAF5wrvmgpbsEEjnLAGoOzGEPFHXEypo0e3hRwgA3NlmDbuA,137,Master
HlrkT5D194La6xRw3BckymDjF8uzI3LcG51QpmvXi7gpLhWuDKMTJ5WWxdUPno6nEQY63TnUzpH9hg,137,Master
kfcqOcDKzUwf0aMc_BvEvtfRwqkx4GQukPtLYTNkjWFKhlwl8Zm-jHoObF715AYKujgVYHFVCPm2Qw,136,Master
O7_tHMj0ksuIhPp6Xi0ExwVCIt_QgmoMM6qAV8DKz1ufhWJKU_7lZ-laFW2nX9WdLhi-fgJRBUcicQ,136,Master
IhCbyEmipI0T0SL1-9smJWG8_8WDe7bLMXiTWTxr1mHN91qdpTm3YV--Gli8um3RksdS9RfxGpXZKg,136,Master
DEewYY6Z09QqPos8Rk2xS9limm2NPKGoaizhhn94FRDxP_X9kLdqK4Ix_IChmrZ-_DqvpwFTwo1rRQ,136,Master
fSrMe8CHxfsiT-xSjWQ68nqRbMQ8ipqc9I30AiM-768Hm6JDsnclLeJCe7_my9BUoCxAogAvfZmc2w,136,Master
VtbzYfUOsawOT66JXYh-tT_vVwGKopoqcUVY6wUbUNZ9HrdqUhIDbW_WGwwSMuD40M6ZWgxbpLpp9A,136,Master
EnTVzag9CKWW2mUTp8DDvJ0d30xnjUrV4JbjhiWSWgMLkfsCUCv0-jw-HdtViDKSsuUiG2J_kqH3bQ,136,Master
pcOoto-Vg-GI6GGc3IlOto9a0-1zlfNM_N4sTorC2HcwO1eNW7ZueRms7VRxU850REZMUgNOLYn9SA,136,Master
fpt0JZSVLR4u-lUQndHfWjMxtSuALcq3vzp9z0TLxc5O1lNdLybXGH310m1CdMhDM92Es-B41vLZLA,136,Master
rvY8lSOpzAk3uKa6rioB5G_Ds8cu6ujlXh1Ejv4T-i5nBvVixqtmE_z8Kbi-BKW1IdWYSIrsODWG-w,136,Master
QtFPr0vSZfs9f2cEC_RBozT5f6UTdxoazh9pM6DCTp880E8mukaBeIPUJB4rWSPAKO92bw__QcEaqA,136,Master
IyKKdzPM64yfnc4BLaluHc_8KF997qcyCSgAAqhlL_uLvrt9iM-5FOUvS72x9sKPDsOiMPAykdsfiw,136,Master
TNPbuTC1OIEuSAq4-hetVvg1CpNEdLaBYusqVVCgg2uSWeZAhm7LaeJSTAr76Du2N-p1CY6Mj8utYw,136,Master
pE2GAW1AgwciZ6cb4Ge0-eW-SM5oywGhvASLc6JKvhB7wo6V715JEOInzfgF-OmjvT6TXKDxRxL5EA,136,Master
ezVVOVp_TYJZ8yjmg2lSREcLNMbFv_OrLy7gpAvSuD8P-4KfXnhZenpVzBC37JFIopTuuF-sm1hD3Q,136,Master
o8eqSKlpU9DkXy4kXPm3OsHH0T_q112bqajmGpRboC1T6g4t_ZWPLUPohMDQwT_56aiEu9pDw7i0Hw,136,Master
ThN9XsGn67ZaFVax3n2iq0NIfbiYyu1PsqV_xIwcPU5ilJBLLz_ILesL7fOyaDzwNrb194WWwMWz1w,136,Master
_zEsgk7_mi5USUXS9o9BJK0pRKhOJO6V1v0jKYuDeJoWrzECw45wrUZew2WarGXvqLii7XwLHIGWpg,136,Master
P6kKxfLkURQnsqu-m6eaV7i3Fef6zfecmmImATdsqgnnYDteMdQhRT_ky0g6nSKMW48uazn2lx3ogg,136,Master
EhhZsaqXQgYQZXly4ayNTXOhTno6qK21FjHFRordhBqBm1-WkE2ugU8riQ9qPf4vAyA0DpdI3MWizg,136,Master
7HQ35ig6jemk1d8FFuiJlWCehZZhoFVZwFQ6zj7UAiukQeLn8atgPQeDn7_nnpRy1N2NOmidqk8MFQ,136,Master
vzioXPZAEbY8wbsUwjDqyM3md80wOF2SK6Efp9_CGJPiELIh432TZVbinIohNFsIaO4oENLoP1sgFQ,136,Master
qQhfzn0z8qgDiiownu7fwIRJ9glMvYaFiXyXj7pJHRhFOdFG96s_9MVLmQSX1dLuhwLdCDm5evh5uw,136,Master
Dpex-YTwBNEE81U67EW7UX7vht3MsiA8Fulnzh1uGyTAiE3kEjd8WTrbfzEEv7XO7E5nDRbQ4_j6Zw,136,Master
QapcJDP_-cSBPYeZpXXm9x9kOJ5lMo83TTneO5qBn0WbzOc_sESxzTprN02VZX1vG48Z7JmaSHKXcA,136,Master
RiM9XfIPCEOS20eFLHy4Za6aFTxhBzMNSQALO_TdIEadPec4__uEa-LbIRzYOakTbRhbz2OdEssYYw,136,Master
G3wiKvjpfyUigjsslcvg3StYYMcxCb4sS6iPn-RMTwmLx4OhSM8UmRllKPWXXcRmDkUjiFl8TNeMkQ,136,Master
m-ooIjog-ZunqQM0Jbf3tBhDTiKwIPYNolMy9VK6xclIAQ4yI9cxVmvefgZTF9DLYArDZ5_pK8akKw,136,Master
2qZEsIfGMHjqp6kLFdbuu9Gr9lYNt6EkxnH4BT6YwwvQdwShGiO7X5bRg6KF6tuMaKlaOOxtGHlDDg,136,Master
lefeqIkB_grSABQnUrmxRoOXBr26MaV5pWMwi7NI2xHeQVX62z-m6T4yeH1cAmKtvC_4eWkyBzKm8w,136,Master
U-uDy18jbzjmvBZPc9PpRinfLpEehOz99HGol7TEe9JQ13RsQZAEMputqWQwZpUSXURosvcNFNLOsw,136,Master
rw63jjZpqoPaI1juOLKfKQBhEsDKZRekMzqQr9J5r9MsRT0A8FW2T9etffQOLrHt24236Y1ReUlc7w,136,Master
U4PvnM7akZYXuk212tMYPPr9sFtK3kQ7M-US25Jg1wgU1LrRP1fcy55GXLO2tzYM8SaWFztLj8yDgQ,136,Master
HuMwPu74fL91ULJua6opTb5xp0Yiwr9IwZPk9pRqlz1peM1gVP0cPV2Leg5bn_1RyW6iePVMIcz0fg,136,Master
YNAhusMliSKk_3W5NUwGU2NvumJJvEnRlUsL6YlPDtj3kuf2e9rr4jsSLI0kRWYOksXGsDogAP0lZw,136,Master
pVccmUf-ZSBa64076mg8BniNkcY-kw8bATcgm7aQKWeIdRH2Lh6NWBRBSCOzhtUesSSfihPG8shs6g,136,Master
ekUr4oaI2vZrnE_-C3d1eCiiNHaXJy926HUHBlRebKAeQWIYDWU5JGqUoMr5H01V-tyRrObdjhtbHg,136,Master
KhB0HF5eCRK-PDm8EJ8Kvg2LpL1WOxzxiB9GSJBOZ2B6HU_fvZE3Mas4rHKlixDa9ML26VtRJf6Ohw,136,Master
PG0M3VdrnegFMTTWJYYSUuF4r9X91vi8iCkI4odvGJAhH-w4ST6GrEmrym9WTYDaSvQHqZa3rKlwrQ,136,Master
ukS_IuTo2nBDg4tLTKZC5GWXVTFDIY2UcQSkpFuHX_audLWKQCxzXhQ5q6NJrj6Clhokh_Cn58SWUQ,136,Master
UOPfoncwHjLGHc7IG7PrkzclsKpxRX-7Wku2rJ5leO2kAzrIBDALKZAP_yeTTWNvOe51UkSDXel03A,135,Master
h0rt7ObDmRzvEqPxmPfAeWmBeYM4mjAbkFVd_AGoIoDSDxqkM81m6aH1wL_wg-oAH1ZfKZkWiu5dfw,135,Master
YzSDHd2OPK6E5Z3wDhP7VYZpgwlaC9Z-FDIpbQI5_NjBzSYcUfCJ_dOgFE-CKPMPCFiT7CJL6tjEmg,135,Master
nbNsE3hzM9QVeZeWXJjrLyWNcltaNSGWXl6GY1dTKmpc2qvEuykKT5hHqsBo7K031i71cajDIpEo5A,135,Master
PySGotquCTRvpWADyaBzjYhBgdobVf4F-gaupNdvPu5_0zfYQgEJWy70oGrGAYsHnAI_645aVvKcuw,135,Master
1tGZxP79z62o6hhAXpj_rwDNaRlmTKyBLPAm0WTyCJE_twe2IxMjRo8Y0T79xCQ0fdvRcEt6UtJKUQ,135,Master
Z7_naSQ2LmMhKVZzKVnACOKL8Tm14_Wt9Ph0KCLUCRVLovwsl6U6V3aE86CHEDlHqnsiPjPwLQtKyA,135,Master
-MTaRJ-6Sd-KP6DQwzupa677nJqyUbIv4HBrL-BmMmZeO8aJiikVwuaQvEYJXWWfmUswyQE5UueeaQ,135,Master
b_qaUzpbX0g4tkFdgpKlv95rMXd-BZuchfiiZG4ZWpPSiUld3whqgQSF1yq-JQkaH6A0Mu3w1QBVfw,135,Master
XZsGQcfRq0ikYP5OQzqgGik4u_CtaEddxR5xmeI_7qMEgAJOFKcuOg524AINdXRbuhWmJV1b45Ev9A,135,Master
bhS3lf3Tprt9HUOedVT_bS5ZsKXH5GvLlaLKIBabigXeqp8qKA35Jqc6qthwbDn8bHjmEUCWW83Y7g,135,Master
9veeYP4SdHJ-jYMWQU7_lJayglaZhgJXSapNdFXdXpXaU0u7Ld_a0XOSiaQeexElvylIcRi1xTo-bw,135,Master
PahkHogVyE3wiXiyGO_keuPiN8aBcYt7YOpPitJZH5QQe3VEuWC-88q6vUXXcLq0Mm_hkPdTH2K2xQ,135,Master
EvCRMrK0oR08iMF-_NsYKRpWo69aAU0UneV_BZDrmUmXFP3q27Ue-vDX40vZbOvc0FL3Tz1r5tXx2g,135,Master
8crStE0umCcxWNnfshadqBwXMwK3ef7TYqIQtOhKhztE7je-DwZ12AbVtsCgHnMPgT5IBdWYqllqHg,135,Master
0A81BaCfCnmA6ktu7LweC_bM2qm1iGhl-HLL0uhlDZ1on4WmNByJweGNFJahReju1GhJi7C-Ob3QJA,135,Master
gLaSAw1iwk2Mlm-qye9cjuLJm9YSLl_5qF04_bzKQEQ8PDEaV1YAHFPMZEzXlOyTBpuRRI7YOJ0rXA,135,Master
L7KDPa0UQ51KBm7SsIuCSpdYDOT4NEO1Us5PhRXpUmw9N2rWNWDPMFi32ieHNjrP99_BvU37zXv7Jg,135,Master
D1-5ioeBNHjd0PTiraebAd_qfFC8uS2WjBaOsydXzRikE1spSzlD9MB5SasuiDbbbZMdM0msMt0raQ,135,Master
OynfxXXUCHkSnznEHPB4AS8MuBMNzdXgZtFF-LHS3xEIgJ5l6syk_Ninq38MEiI0Us2D6yRNEi2SbQ,135,Master
UDFG9Oxn0rMpEvDlNG7yvQ6KLxTTQuITrVojbXCe-QKhtyF5eo77U8EtEaU9VjcsaOIbAeLWBOsxcQ,135,Master
